REFERENCIA|DESCRIPCION|MATERIAL / FABRICANTE|FECHA | COSTO | PRECIO |12|50|100|300|500|1000
X006|PROTECTOR AUDITIVO TIPO COPA SOPORTE POR DETRAS DEL CUELLO NRR 25 DB|HOWARD LEIGHT||$26.000|$52.000|$50.440|$49.400|$46.800|$44.200|$41.600|$39.000
X007|PROTECTOR TIPO COPA DE DIADEMA NRR 25 DB|3M||$27.000|$54.000|$52.380|$51.300|$48.600|$45.900|$43.200|$40.500
X008| Extreme tipo copa, diadema ajustable NRR 30 dB|3M||$48.000|$96.000|$93.120|$91.200|$86.400|$81.600|$76.800|$72.000
X009|Protector auditivo tipo copa, para ensamblar a cascos 10096A,10095, 5121 y 5131 nivel de reducción de ruido NRR 24 decibeles. 1 Par por caja.| 9 080 AR3||$32.000|$64.000|$62.080|$60.800|$57.600|$54.400|$51.200|$48.000
X010|PROTECTOR AUDITIVO H10 DESECHABLE| KIMBERLY||$240|$480|$466|$456|$432|$408|$384|$360
X011| Pieza Facial Cara Completa de Silicona FF-401|3M||$450.000|$900.000|$873.000|$855.000|$810.000|$765.000|$720.000|$675.000
X012|Protector auditivo Plug-Flex, en espuma moldeable de poliuretano, de uso, nivel de rediccion de ruido nrr 33 decibeles ref 5400 empaque caja 200 pare|ARSEG||$670|$1.340|$1.300|$1.273|$1.206|$1.139|$1.072|$1.005
X018|Protector contra ruido tipo tapón, con estuche de llavero, fabricado en suave material elastómero, nivel de reducción de ruido NRR 21 decibeles|ARSEG||$2.390|$4.780|$4.637|$4.541|$4.302|$4.063|$3.824|$3.585
X019AI|Careta para apicultura con buzo integrado en tyvek|5147||$92.700|$185.400||||||
X020AI|Capucha para fumigación util para floricultura para aplicaci+ón de pulguisidas, capucha elaborada en PVC,  CABEZAL GRADUABLE CON RODACHISPAS y visor de acetato en celulosas|5150||$65.600|$131.200||||||
RESPIRATORIA|DESCRIPCION||||||||||
R001|Mascarilla desechable contra polvos y partículas no tóxicas, clip nasal, ajuste caucho. Color negro |Bonlam||$200|$400|$388|$380|$360|$340|$320|$300
R000_1|Mascarilla desechable tipo cirujía Caja por 50 unidades|Caja X 50||$6.850|$13.700|$13.289|$13.015|$12.330|$11.645|$10.960|$10.275
R001K|Tapabocas reutilizable contra polvos y partículas no tóxicas, ajuste cordón.|Dacrón||$1.000|$2.000|$1.940|$1.900|$1.800|$1.700|$1.600|$1.500
R002|Mascarilla desechable con válvula de exhalación color Blanco contra polvos y partículas no tóxicas.|Poliester N/T||$2.800|$5.600|$5.432|$5.320|$5.040|$4.760|$4.480|$4.200
R003|Respirador 18000 Pieza facial media cara sin cartuchos. Elaborada en material elastomérico, ergonómicamente balanceada. Diseño de contorno bajo que permite el uso de anteojos y monogafas. Posee protector plástico preformado para mantener la forma e higiene del respirador durante el almacenamiento. Para usar únicamente con cartuchos|ARSEG|15/03/2016|$30.000|$60.000|$58.200|$57.000|$54.000|$51.000|$48.000|$45.000
R004|Respirador Material Particulado y alivio Niveles Molestos de Gases Acidos. Libre de mantenimiento R95, aprobado por NIOSH 42.CFR.84. Material filtrante electrostático avanzado y suave capa interior para mayor seguridad, comodidad y vida útil|||$7.753|$15.506|$15.041|$14.731|$13.955|$13.180|$12.405|$11.630
R005|Cartucho para respirador 18000, con válvula integrada. Protege contra gases ácidos.|||$14.700|$29.400|$28.518|$27.930|$26.460|$24.990|$23.520|$22.050
R006|Cartucho vapores orgánicos 3M REF 6001 (MÍNIMO 2 DOCENAS)|3M|02/03/2016|$14.790|$29.580|$28.693|$28.101|$26.622|$25.143|$23.664|$22.185
R007|Prefiltro 3M REF 2091|||$9.736|$19.472|$18.888|$18.498|$17.525|$16.551|$15.578|$14.604
R008|Respirador para Material Particulado Libre de mantenimiento. N95,  9010|3M||$1.500|$3.000|$2.910|$2.850|$2.700|$2.550|$2.400|$2.250
R008_8|Respirador contra particulados de libre mantenimiento, con copa moldeada, cuenta con sello nasal tipo boomerang. Nivel de protección N95. Material no tejido. CAMPO DE APLICACIÓN: Barrido. Triturado. Molido. Pulido. Caja X 20 Unidades |910-N95|17/03/2016|$50.000|$100.000|$97.000|$95.000|$90.000|$85.000|$80.000|$75.000
R008_16| RESPIRADOR DE LIBRE MANTENIMIENTO N95 DOBLE VALVULA| K FD||$3.500|$7.000||||||
R008_2|RESPIRADOR N95 DE DISEÑO CÓNICO CON CARBÓN ACTIVADO Y VÁLVULA DE EXHALACIÓN Para material particulado, humos de soldadura y bajas concentraciones de vapores orgánicos. Con clip nasal recubierto en polímero para mejor ajuste y espuma en contorno nasal para mayor confort. CAJA X 10 |N95|17/03/2016|$46.983|$93.966|$91.147|$89.267|$84.569|$79.871|$75.172|$70.474
R009|Respiradores Media Máscara - Doble Cartucho - Con 2 Filtros Referencia: 11887676 CAJA X 6|Zubi-ola||$29.310|$58.621|$56.862|$55.690|$52.759|$49.828|$46.897|$43.966
R010|Pieza facial media cara Talla S, en caucho elastomérico. arnés tipo diadema, aprobado por NIOSH-MSHA, para usar con filtros y cartuchos línea 6000 ó 2000, y respiradores de presión positiva. REF 6100|3M||$33.000|$66.000|$64.020|$62.700|$59.400|$56.100|$52.800|$49.500
R010_F|Filtro para material particulado Línea 2000. Filtro N95, para utilizar con respiradores máscaras cara completa y media cara línea 7000 y 6000. Aprobado por NIOSH 42.CFR.84 REF. 2071|3M||$7.000|$14.000|$13.580|$13.300|$12.600|$11.900|$11.200|$10.500
R011|Filtro contra polvo y vapores orgánicos para respirador AS Ref: 100121|||$6.390|$12.780|$12.397|$12.141|$11.502|$10.863|$10.224|$9.585
R012|Respiradores Media Máscara - Doble Cartucho - Con 2 filtros Referencia: 11887702|Zubi-ola||$33.448|$66.897|$64.890|$63.552|$60.207|$56.862|$53.517|$50.172
R013|F I L T R O DE ALTA EFICIENCIA P100|3M|15/03/2016|$11.500|$23.000|$22.310|$21.850|$20.700|$19.550|$18.400|$17.250
R014|Cartucho con amplia capacidad de medio filtrante y válvula de inhalación integrada, prefiltro y retenedor, para proteger contra plaguicidas.|Arseg||$15.390|$30.780|$29.857|$29.241|$27.702|$26.163|$24.624|$23.085
R015| Respirador sencillo contra polvo, pieza facial grande en material suave y antialergico, con un filtro y doble válvula de exhalación banda de ajuste elástica con hebilla. Unidad de empaque bolsa por 4 unidades. |Arseg  9 018||$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
R016|Respirador media cara elaborado polielastómero. Pieza Facial  Mediana. Aoriobacion Niosh|ARSEG 9000||$33.000|$66.000|$64.020|$62.700|$59.400|$56.100|$52.800|$49.500
R017|Cartucho para ensablar a respirador, proteccion de vapores orgánicos|ARSEG 9000||$16.500|$33.000|$32.010|$31.350|$29.700|$28.050|$26.400|$24.750
R018_L| Baclava o Yofa, para motorizados en material antialérgico para protección contra el frió y material contaminante, larga|FD||$14.900|$29.800|$28.906|$28.310|$26.820|$25.330|$23.840|$22.350
R018_C|Baclava o Yofa, para motorizados en material antialérgico para protección contra el frió y material contaminante, corta.|FD||$14.900|$29.800|$28.906|$28.310|$26.820|$25.330|$23.840|$22.350
R019|Pieza Facial media cara talla M, arnés de ajuste al cuello, en caucho elastomérico. Arnés con ajuste al cuello para usar con filtros y cartuchos línea 6000 o 2000, y respiradores de presión positiva. Elastómetro termoplástico,valvula de inhalación y exhalación diseñada paraliberar calor.  3M (mínimo docenas)|3M||$20.734|$41.468||||||
R020| Filtro para polvos y neblinas. Aprobación NIOSH/MSHA Medio Rostro TC-23C-860. El prefiltro 5N11 ha mejorado la fabricación del filtro para reducir la obstrucción rápida. Las aplicaciones incluyen pintura con aerosol, fabricación química, petroquímica y pesticidas en aerosol. Este filtro se puede usar para partículas sólidas y que no contengan aceites, incluyendo pinturas en aerosol (con cartuchos adecuados). No debe usarse para aerosoles que contengan aceites, asbestos, plomo, cadmio, arsénico o polvo.  3M|3M  5N11|02/03/2016|$5.410|$10.820||||||
R021|Retenedor de prefiltros 5N11 Y 5P71 Empaque: 20 unid x caja  3M|3M  501|02/03/2016|$4.610|$9.220||||||
R022| RESP. MEDIA CARA (M)-6200 L-6000 3M|3M SQ|02/03/2016|$33.210|$66.420||||||
R023| CART. VAP.ORG.GASES ACIDOS 6003|3M SQ|03/03/2016|$15.470|$30.940||||||
R023AI| CART. 2097 Filtro material particulado, alivio de niveles molestos de vapores orgánicos y soldadura eléctrica linea 2000|3M AI||$8.992|$17.984||||||
R024|Pieza facial cara completa en caucho elastomérico, Talla LM- S  REF 6800|AGR I||$265.710|$531.420||||||
R024_1|Cartucho Vapores Orgánicos y Gases Ácidos, para protección contra vapores orgánicos y gases ácidos, aprobado por NIOS-MSHA. INDIVIDUAL  |AGR I|02/03/2016|$14.790|$29.580||||||
R025| 3M™ 9910 (P1) Respirador para Partículas,  protección respiratoria contra la gran mayoría de polvos y partículas sin presencia de aceite  Cantidad mínima de despacho 100 Unidades|3M|26/09/2015|$2.270|$4.540||||||
R026|Respirador FOLD-FLAT purificador libre de mantenimiento, para material particulado para ambiente libre de neblinas aceitosas, plegable para fácil almacenamiento color blanco y gris, clip nasal interno para ajuste suave, bordes microsellados, una banda elástica graduable más resistentes, con hebilla de ajuste, tipo N-95. 95% de eficiencia, Aprobación NIOSH No TC 84A-4313, cumplimiento de Norma 42CFR- 84. Caja por 20 unidades.|1830 Arseg|14/01/2016|$2.850|$5.700||||||
R027| Respirador - purificador libre de mantenimiento para material particulado, para ambientes libre de neblinas aceitosas, color blanco, membrana interior para ajuste suave, bandas elasticas graduables mas resistentes, con hebilla de presión, diseño termoformado que evita el colapso en condiciones de alta temperatura y humedad. Tipo N-95. 95% de eficiencia, Aprobacion NIOSH No. TC 84A-3713, cumplimiento de norma 42CFR-84, caja por 20 unidades.|1835 Arseg|14/01/2016|$2.850|$5.700||||||
R028AI|Respirados  de  Media  Pieza  Facial serie 7500,  Utiliza Material de Silicona, Proporcionando una Proteccion  Comoda  y Durable,  con  valvula COOL FLOW  que Ayuda  a Hacer más Fácil la Respiración, Reduce el Calor y la Acumulación de Humedad para Comodidad resca y Seca.|3M  AI|26/02/2016|$60.000|$120.000||||||
R029|Respirador - purificador libre de mantenimiento para material particulado, con bandas elásticas graduables más resistentes, con hebilla de presión, diseño termoformado que evita el colapso en condiciones de alta temperatura y humedad. tipo N-95. 95% de eficiencia, Aprobacion NIOSH No. TC 21C 271, cumplimiento de norma 42CFR-84, caja por 10 unidades.|ARSEG|04/04/2016|$3.500|$7.000||||||
FACIAL |||||||||||
F001|Careta visor malla guadañar|LT||$16.500|$33.000|$32.010|$31.350|$29.700|$28.050|$26.400|$24.750
F002|Careta para esmerilar, con rodachispas plástico, cabezal graduable tipo cremallera y visor en PETG.|PETG||$15.400|$30.800|$29.876|$29.260|$27.720|$26.180|$24.640|$23.100
F002R|Visor Repuesto Careta Esmerilar  8''x15.5''|PETG||$8.800|$17.600|$17.072|$16.720|$15.840|$14.960|$14.080|$13.200
F003|CARETA PARA SOLDAR CON PORTA VIDRIO LEVANTABLE,  SIST RACHET, Ansi Z87.1 (Azul)|LT||$16.500|$33.000|$32.010|$31.350|$29.700|$28.050|$26.400|$24.750
F003Z|CARETA PARA SOLDAR CON PORTA VIDRIO LEVANTABLE,  SIST RACHET, Ansi Z87.1 Negra|Zubi-ola||$25.379|$50.759|$49.236|$48.221|$45.683|$43.145|$40.607|$38.069
F003R|Kit de lentes de repuesto para Careta Protectora para Soldadura - Ventana levantable |Zubi-ola||$3.034|$6.069|$5.887|$5.766|$5.462|$5.159|$4.855|$4.552
F004|CARETA PARA PROTECCION CONTRA ARCO ELECTRICO Vestuario nivel II de protección contra arco eléctrico que permite al trabajador tranquilidad con los peligros y riesgos categoría 2 (HRC 2) bajo la norma NFPA 70E, los cuales abarcan rangos desde 8 cal/cm² hasta 25 cal/cm² ATPV.|NSA||$229.250|$458.500|$444.745|$435.575|$412.650|$389.725|$366.800|$343.875
F005| VISOR EN POLICARBONATO CON SOPORTE ESTÁNDAR|3M||$36.571|$73.142|$70.948|$69.485|$65.828|$62.171|$58.514|$54.857
F006|Careta para esmerilar, con rodachispas plástico, cabezal graduable tipo cremallera y visor en PETG.|Arseg||$25.000|$50.000||||||
F007|Estación lavaojos portatil|DA||$58.000|$116.000||||||
MANUAL|N|||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
N001|Guante de vaqueta tipo Ingeniero, Sencillo|FD||$4.900|$9.800|$9.506|$9.310|$8.820|$8.330|$7.840|$7.350
N002|Guante de vaqueta tipo Ingeniero, reforzado Corto|FD||$6.500|$13.000|$12.610|$12.350|$11.700|$11.050|$10.400|$9.750
N003|Guante de vaqueta largo tipo Soldador, Sencillo|FD||$6.000|$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
N003S|Guante de vaqueta largo tipo Soldador, Reforzado|FD||$9.000|$18.000|$17.460|$17.100|$16.200|$15.300|$14.400|$13.500
N003L|Guante de vaqueta largo, reforzado |FD||$6.500|$13.000|$12.610|$12.350|$11.700|$11.050|$10.400|$9.750
N003|Guante Soldador Vikingo|FD||$12.000|$24.000|$23.280|$22.800|$21.600|$20.400|$19.200|$18.000
N004|Guante Carnaza Corto Sencillo|FD||$3.200|$6.400|$6.208|$6.080|$5.760|$5.440|$5.120|$4.800
N005|Guante Carnaza Reforzado Corto|FD||$4.200|$8.400|$8.148|$7.980|$7.560|$7.140|$6.720|$6.300
N006|Guante Carnaza Largo 3/4 33 cm Total 12 cm Cuerpo|FD||$4.900|$9.800|$9.506|$9.310|$8.820|$8.330|$7.840|$7.350
N007|Guante Carnaza Largo 36 cm Total 16 cm Cuerpo|FD||$1.900|$3.800|$3.686|$3.610|$3.420|$3.230|$3.040|$2.850
N008|Guante Carnaza Largo Codo 40 cm Total 20 cm Cuerpo|FD|26/01/2016|$6.000|$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
N009|Guante Carnaza Tipo Soldador 16 Sencillo|FD||$7.000|$14.000|$13.580|$13.300|$12.600|$11.900|$11.200|$10.500
N010|Guante Carnaza Tipo Soldador 16 Reforzado Palma y Dedos|FD||$9.000|$18.000|$17.460|$17.100|$16.200|$15.300|$14.400|$13.500
N011|Guante Carnaza Tipo Soldador 16 Reforzado Palma y Dedos Hilos Kevlar|FD||$10.500|$21.000|$20.370|$19.950|$18.900|$17.850|$16.800|$15.750
N011_F|Guante Carnaza Tipo Soldador 16 Reforzado Palma Forrado en Coletto para un mejor aislamiento térmico|BRK||$7.000|$14.000|$13.580|$13.300|$12.600|$11.900|$11.200|$10.500
N011_A|Guante Carnaza Tipo Soldador 16 Reforzado Palma Forrado en Coletto para un mejor aislamiento térmico.Tiene protección antichispa.|BRK||$8.000|$16.000|$15.520|$15.200|$14.400|$13.600|$12.800|$12.000
N012|Guante de Caucho Calibre 25 corto|Jardinería||$3.500|$7.000|$6.790|$6.650|$6.300|$5.950|$5.600|$5.250
N013|Guante de Caucho Calibre 35 corto - 28,5 cm de largo |Protex||$3.450|$6.900|$6.693|$6.555|$6.210|$5.865|$5.520|$5.175
N014A|Guante de Caucho Calibre 35 L caja x 50 - 40 cm de largo |Protex|24/04/2015|$9.900|$19.800|$19.206|$18.810|$17.820|$16.830|$15.840|$14.850
N014B|Guante de Caucho Calibre 35 XL caja x 50 - 50 cm de largo |Protex|24/04/2015|$13.500|$27.000|$26.190|$25.650|$24.300|$22.950|$21.600|$20.250
N014C|Guante de Caucho Calibre 35 XXL caja x 50 - 58,5 cm de largo |Protex|24/04/2015|$18.500|$37.000|$35.890|$35.150|$33.300|$31.450|$29.600|$27.750
N015|Guante de Caucho Calibre 50 L|Protex||$11.514|$23.028|$22.337|$21.876|$20.725|$19.573|$18.422|$17.271
N016|Guante de Caucho Calibre 35 XL - 50 cm de largo |Protex||$11.509|$23.017|$22.327|$21.866|$20.716|$19.565|$18.414|$17.263
N017|Guante de Caucho Calibre 55 XL - |Protex||$16.039|$32.078|$31.115|$30.474|$28.870|$27.266|$25.662|$24.058
N018|Guante de Caucho Calibre 35 XXL - 58,5 cm de largo |Protex||$15.611|$31.222|$30.286|$29.661|$28.100|$26.539|$24.978|$23.417
N019|Guante de Caucho Calibre 55 XXL - 58,5 cm de largo |Protex||$18.005|$36.010|$34.930|$34.210|$32.409|$30.609|$28.808|$27.008
N019_L|Guante de Caucho Calibre 65 XL - 50 cm de largo |Protex||$15.000|$23.077|$22.385|$21.923|$20.769|$19.615|$18.462|$17.308
N0200|Guante dieléctrico Clase 00. Tension (T.) Máxima de utilización 500 Voltios . T. de Prueba 2500 Voltios. T. de Resistencia 5.000 Voltios.|Regeltex 90780||$111.250|$158.929|$154.161|$150.982|$143.036|$135.089|$127.143|$119.196
N020|Guante dieléctrico Clase 0. Tension (T.) Máxima de Utilización 1.000 Voltios . T. de Prueba 5.000 Voltios. T. de Resistencia 10.000 Voltios.(Guante, Guantín y Guantelete)|CATU||$157.857|$210.476|$204.162|$199.952|$189.428|$178.905|$168.381|$157.857
N021|Guante dieléctrico Clase 1. Tensión (T.) Máxima de Utilización 7.500 Voltios. T. de Prueba 10.000 Voltios. T. de Resistencia 20.000 Voltios. (Guante, Guantín y Guantelete)|CATU||$162.500|$216.667|$210.167|$205.833|$195.000|$184.167|$173.333|$162.500
N021_A| Guante dieléctrico Regeltex Clase 4. Tension (T) Máxima de Utilización 36.000 Voltios . T. de Prueba 40.000 Voltios. T. de Resistencia 50.000 Voltios.|ARSEG||$453.850|$605.133|$586.979|$574.877|$544.620|$514.363|$484.107|$453.850
N022|Guante fabricado en Nitrilo, Superficie áspera, Espesor 11 Mil, Longitud13 (330 mm.), Excelente Agarre, Resistencia Al Pinchazo, Rasgado y Corte, No Produce Dermatitis. |Ansell||$4.900|$6.400|$6.208|$6.080|$5.760|$5.440|$5.120|$4.800
N022_1|Guante Solvex Fabricado por una gruesa película de Nitrilo, Resiste 2 a 3 veces más a los rasgones y la perforación que el látex natural o el vinilo. Superficie áspera, Espesor 22 Mil, Longitud18 (480 mm.) Cumple con EN 388:2003 para Riesgos Mecánicos 4102. EN 374: 2003 para productos químicos y microorganismos. Unidad de Empaque: 12 Pares. 144 Pares / Caja. Tallas: 8 - 9 - 10.|Ansell||$21.000|$26.250|$25.463|$24.938|$23.625|$22.313|$21.000|$19.688
N022_2|Guantes Nitrilo Banana - Zubiola con una formulación específica para una alta resistencia a la mayoría de los solventes y bases oleosas. Largo 12 Tallas 8, 9 y 10|Zubi-ola||$5.200|$8.667|$8.407|$8.233|$7.800|$7.367|$6.933|$6.500
N022_3| GUANTE NITRILO 22 MILESIMAS 17 TALLA 9 (verde)| M ARIGOLD||$12.500|$25.000|$24.250|$23.750|$22.500|$21.250|$20.000|$18.750
N023|Guante de uso general elaborado en nylon palma recubierta de neopreno Tallas 8, 9 y 10 |Importado||$4.200|$7.000|$6.790|$6.650|$6.300|$5.950|$5.600|$5.250
N023_ZII|Guantes Nylon Calibre 13 Palma recubierta en Poliuretano Color Gris “Fácil Flex II”  Tallas S M y L (11917508)|Zubi-ola||$3.957|$7.914|$7.676|$7.518|$7.122|$6.727|$6.331|$5.935
N023_ZVI|Guantes Nylon Calibre 13 Palma recubierta en Poliuretano Color Negro “Fácil Flex IV”  Tallas S M y L (11918007/08/09)|Zubi-ola|13/07/2015|$3.900|$7.800|$7.566|$7.410|$7.020|$6.630|$6.240|$5.850
N024|Guantes En Hilaza|Hilaza|14/05/2015|$3.300|$6.600|$6.402|$6.270|$5.940|$5.610|$5.280|$4.950
N025|Guantes En Hilaza Puntos de PVC Palma|Hilaza|15/05/2015|$3.300|$6.600|$6.402|$6.270|$5.940|$5.610|$5.280|$4.950
N026|Guantes En Hilaza Puntos de PVC Palma y dorso|Hilaza|14/05/2015|$3.300|$6.600|$6.402|$6.270|$5.940|$5.610|$5.280|$4.950
N026_AI|Guantes En Hilaza Puntos de PVC Palma y dorso|Hilaza|14/05/2015|$3.000|$6.000|$5.820|$5.700|$5.400|$5.100|$4.800|$4.500
N028|Guante Elaborado en Neopreno de 12 de largo 17 mil de espesor resistente a un amplio ramo de químicos incluyendo aceites, ácidos cáusticos, alcoholes y solventes, Amplia resistencia a la abrasión. Par. Tallas. 8 - 9 - 10 - 11.|Neopreno||$14.930|$24.883|$24.137|$23.639|$22.395|$21.151|$19.907|$18.663
N029|Guante Kimberly Clark Jackson G80|||$4.500|$6.981|$6.772|$6.632|$6.283|$5.934|$5.585|$5.236
N030|Guantes Kleen Guard G40|||$23.500|$39.167|$37.992|$37.208|$35.250|$33.292|$31.333|$29.375
N030_Z|Guantes Nylon recubiertos en Nitrilo 3/4 Dip Flex IV Gris (11911097/98/99)|Zubi-ola||$5.350|$10.700|$10.379|$10.165|$9.630|$9.095|$8.560|$8.025
N031|Guante protección eficaz contra numerosos aceites, ácidos, cáusticos, alcoholes y disolventes, en 388 en 374.|||$43.850|$62.643|$60.764|$59.511|$56.379|$53.246|$50.114|$46.982
N032|Guante Hycron. Capa interior de algodón en suave tejido de punto, totalmente recubierto en nitrilo, Puño de Seguridad.|||$10.000|$14.286|$13.857|$13.571|$12.857|$12.143|$11.429|$10.714
N033K|Guante Cocina|Dacrón|||$7.500|$7.275|$7.125|$6.750|$6.375|$6.000|$5.625
N034K|Coje ollas|Dacrón|||$7.500|$7.275|$7.125|$6.750|$6.375|$6.000|$5.625
N035O|Toalla Limpión|Algodón 100%|||$10.000|$9.700|$9.500|$9.000|$8.500|$8.000|$7.500
N036|GUANTES EN CAUCHO LATEX TIPO CIRUGIA. CAJA POR 100|||$33.700|$48.143|$46.699|$45.736|$43.329|$40.921|$38.514|$36.107
N036_1|Guantes de látex de caucho natural, ambidiestros, no estériles, desechables, entalcados y con borde enrollado (tallas S, M L XL)|Caja X 100 |29/04/2015|$11.000|$22.000||||||
N037|Guantes Nitrilo Azul tipo cirujía Caja X 100 unidades|Nitrilo||$33.700|$44.933|$43.585|$42.687|$40.440|$38.193|$35.947|$33.700
N037AI|Guantes Nitrilo Azul tipo cirujía Caja X 100 unidades|AI Kimberly||$28.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
N038|Guante para moto Tipo Police con Reflectivo|Cuero|10/03/2016|$28.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
N039  | Guantes PVC-Utilflex Neón Semicorrugados. Para ambientes fríos. Puño Elástico - 9” (22.86cm) - “Thermal Short” Talla única Thermal 11989151||31/08/2015|$13.000|$18.571|$18.014|$17.643|$16.714|$15.786|$14.857|$13.929
N040| Guante Neoprene. Elaborado en Neopreno de 12 de largo 17 mil de espesor resistente a un amplio ramo de químicos incluyendo aceites, ácidos cáusticos, alcoholes y solventes, Amplia resistencia a la abrasión. Par. Tallas. 8 - 9 - 10 - 11.|ARSEG 29845||$15.000|$23.077|$22.385|$21.923|$20.769|$19.615|$18.462|$17.308
N050|GUANTE EXTERIOR DE CUERO FABRICADO CON PIEL NATURAL DE ALTA CALIDAD CON PLAMA REFORZADA COLOR NEGRO O AMARILLO||||$75.000|$72.750|$71.250|$67.500|$63.750|$60.000|$56.250
N051|Guante de algodón|Algodón 100%||2800|$4.667|$4.527|$4.433|$4.200|$3.967|$3.733|$3.500
N052|Guantes Nylon recubiertos en Nitrilo Flex V  (11922028/29)|Zubiola||3800|$5.429|$5.266|$5.157|$4.886|$4.614|$4.343|$4.071
N053|GUANTE EN NYLON CON POLIURETANO EN PALMA Y DEDOS TALLA 7 a 10|MARIGOLD||6000|$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
N05317|GUANTE EN NYLON CON POLIURETANO EN PALMA Y DEDOS TALLA 7 a 10|MAPA||6000|$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
N054|GUANTE NITRILO 22 MILESIMAS 17|MARIGOLD||14000|$28.000|$27.160|$26.600|$25.200|$23.800|$22.400|$21.000
N055|Guante Solvex, Fabricado por una gruesa película de Nitrilo, Resiste2 a 3 veces más a los rasgones y la perforación que el látex natural o el vinilo. Superficie áspera, Flocado de Felpa que absorbe la transpiración, Espesor 15 Mil, Longitud13 (330 mm.), Cumple con  388:2003 para Riesgos Mecánicos 4101. EN 374: 2003  paraproductos químicos y microorganismos. Marca Ansell|agr ins ANSELL Ref 37175||$4.000|$6.154|$5.969|$5.846|$5.538|$5.231|$4.923|$4.615
N056| GUANTE HYCRON EN NITRILO|AGR ins ||$6.100|$10.167|$9.862|$9.658|$9.150|$8.642|$8.133|$7.625
N057|GUANTE DE LANA CORTO |FD||$8.000|$13.333|$12.933|$12.667|$12.000|$11.333|$10.667|$10.000
N058AI| Guantes Poliéster, recubiertos en Poliuretano • DIP NORMAL • “Flex Poly” Ref 1191670  Caja x 50|Zubiola ||$2.600|$5.200|$5.044|$4.940|$4.680|$4.420|$4.160|$3.900
N058SQ| GUANTES EDGE PUÑO NEGRO REF. 11 A 48126-10 Talla 10|SQ||$1.900|$3.800|$3.686|$3.610|$3.420|$3.230|$3.040|$2.850
N058|  Guantes Poliéster, recubiertos en Poliuretano REF 548|ULTRANE WT||$2.200|$4.400|$4.268|$4.180|$3.960|$3.740|$3.520|$3.300
N059|Guante Protex calibre 15 amarillo |full||$1.790|$3.580|$3.473|$3.401|$3.222|$3.043|$2.864|$2.685
N060IA|Guante termico zetex de 14¨ Temperatura de 900 Grados Centigrados.  Bajo Pedido | Cipro / IA||$218.453|$312.076|$302.713|$296.472|$280.868|$265.264|$249.661|$234.057
N061AI| Guante anti corte |  marca Ansell||$19.200|$27.429|$26.606|$26.057|$24.686|$23.314|$21.943|$20.571
N062AI|GUANTE MALLA METALICO|AI||$275.900|$394.143|$382.319|$374.436|$354.729|$335.021|$315.314|$295.607
N063| Guante dieléctrico Regeltex Clase 2. Tension (T) Máxima de Utilización 17.000 Voltios. T. de Prueba 20.000 Voltios. T. de Resistencia 30.000 Voltios. Long. 36 cm.|ARSEG||$237.825|$365.885|$354.908|$347.590|$329.296|$311.002|$292.708|$274.413
N064|Guante Power Flex 80-400 para aislamiento y manipulación en Condiciones frías, Forro térmico, recubrimiento de látex, Temperatura de hasta 30°C para contacto Breve o Intermitente|Ansell|14/04/2015|$28.725|$44.192|$42.867|$41.983|$39.773|$37.563|$35.354|$33.144
N065|GuanteAzulTEMP- EA770: Aislamientotérmico, 100% estanco, para proteger del contacto con el frío extremo. Soporte de punto, forrado con vellón de lana, granitado PVC. De 30cm de longitud. NormaEN388(4221) EN374,EN511(121CAT3). |Mapa|14/04/2015|$22.068|$33.951|$32.932|$32.253|$30.556|$28.858|$27.161|$25.463
N066|Mangas en Kevlar - 18” - K-pro Zubiola - 1 PAR.  (11989378)|Zubiola|28/04/2015|$45.600|$70.154|$68.049|$66.646|$63.138|$59.631|$56.123|$52.615
NO67AI|guantes de rescate marca PETZL (talla M) | (Ref. Nitrilo)|296/05|$6.000|$9.231|$8.954|$8.769|$8.308|$7.846|$7.385|$6.923
N068|Guante de Vinilo Caja x 100 UNIDADES|VINILO|03/07/2015|$9.000|$13.846|$13.431|$13.154|$12.462|$11.769|$11.077|$10.385
N069|Guante petrolero con ajuste en puño |LONA|27/08/2015|$3.500|$5.385|$5.223|$5.115|$4.846|$4.577|$4.308|$4.038
N070|Guante  con  puño  en algodón, palma cubierta  de latex, resistente a la  absorcion, (tallas 8-10) coleres: amarillo con  negro  certificacion: CE EN388 2242|latex|07/09/2015|$5.914|$9.098|$8.826|$8.644|$8.189|$7.734|$7.279|$6.824
N071|Guante  de Manipulacion  en Poliuretano  Transparente.|POLEURETANO|22/02/2016|$1.900|$2.923|$2.835|$2.777|$2.631|$2.485|$2.338|$2.192
